"","Q68","Q69","Q70","Q71","Q72","Q73","Q74","Q76","Q77","Q78","Q79","Q80","Q81","Q82"
"2716",1,1,1,1,1,1,1,1,1,1,1,1,1,1
"2717",1,2,1,1,1,1,1,1,2,2,2,2,1,1
"2718",2,3,4,4,1,4,3,2,4,4,2,4,1,1
"2719",1,1,1,1,1,1,1,1,1,1,1,1,1,1
"2720",4,2,2,4,2,2,3,3,3,3,2,3,2,2
"2721",1,1,1,2,1,1,1,1,2,1,2,1,1,1
"2722",1,1,1,2,1,1,1,1,3,1,1,1,1,1
"2723",4,5,1,5,1,5,1,5,5,5,4,5,1,1
"2724",1,1,1,1,1,1,1,1,1,1,1,2,1,1
"2725",1,1,1,2,2,2,1,3,2,2,3,2,1,1
"2726",4,3,4,5,4,4,3,5,4,3,5,5,3,1
"2727",3,3,2,4,2,5,3,5,5,5,3,5,4,3
"2728",2,4,4,3,3,3,2,1,2,3,3,1,1,1
"2729",1,3,2,1,2,1,1,1,1,1,3,2,1,1
"2730",3,1,1,4,1,5,4,5,5,5,1,5,3,4
"2731",1,1,3,1,1,1,1,1,1,1,1,1,1,1
"2732",2,1,2,4,1,1,1,2,1,2,2,3,1,1
"2733",1,4,3,2,1,4,3,1,4,4,2,3,1,2
"2734",3,2,2,4,1,4,1,1,4,1,5,3,1,3
"2735",1,3,2,3,1,1,3,1,1,2,3,1,1,1
"2736",1,4,2,3,2,4,2,4,3,3,4,3,2,1
"2737",1,4,2,3,1,1,3,1,3,3,3,1,1,1
"2738",1,3,1,3,1,1,2,1,1,2,2,2,1,2
"2739",1,3,1,1,1,2,1,3,3,2,1,2,2,1
"2740",1,1,1,5,1,2,3,3,3,1,1,4,1,2
"2741",1,1,1,1,1,1,1,1,2,1,1,1,1,1
"2742",1,2,1,2,1,1,3,1,1,1,1,1,1,1
"2743",1,1,1,4,1,2,2,1,1,2,5,3,1,1
"2744",1,1,1,1,1,1,1,1,1,1,1,1,1,1
"2745",1,1,1,1,1,1,4,1,1,1,1,3,1,3
"2746",3,3,2,3,2,4,5,3,3,4,2,2,5,2
"2747",1,3,2,5,4,1,1,1,4,1,5,4,1,1
"2748",1,1,1,1,1,1,1,1,1,1,1,1,1,1
"2749",1,1,1,1,1,1,1,1,1,1,1,1,1,1
"2750",1,4,3,3,3,2,1,5,3,4,3,5,2,5
"2751",1,2,3,1,1,1,1,1,1,1,2,2,1,1
"2752",1,1,1,1,1,1,1,1,1,1,1,1,1,1
"2753",2,4,2,4,1,4,1,5,1,4,1,4,1,2
"2754",2,4,2,5,2,4,3,4,5,3,2,3,3,1
"2755",3,3,1,2,1,1,3,1,3,1,1,3,1,1
"2756",1,1,1,1,1,1,1,1,1,1,1,1,1,1
"2757",5,5,5,5,5,5,5,5,5,5,5,5,5,5
"2758",1,1,1,3,1,4,1,5,5,1,5,5,1,1
"2759",2,4,1,3,1,1,1,3,3,3,3,3,1,1
"2760",4,5,3,5,3,3,4,5,5,5,5,4,5,4
"2761",1,1,1,2,1,1,1,1,1,1,1,2,1,1
"2762",1,1,1,2,1,1,1,2,2,1,1,2,1,1
"2763",1,1,1,1,1,2,1,1,1,2,1,3,1,1
"2764",4,2,1,5,1,1,2,5,4,2,4,1,3,1
"2765",3,3,5,4,3,3,4,5,4,3,5,4,3,3
"2766",1,1,2,4,1,2,1,3,3,3,3,1,2,1
"2767",4,4,2,3,1,2,3,3,1,2,3,3,2,3
"2768",1,1,1,1,1,1,1,1,1,1,1,1,1,1
"2769",3,5,5,5,3,3,2,2,5,2,5,3,1,1
"2770",1,3,1,2,2,2,1,2,2,1,2,3,1,2
"2771",1,1,1,1,1,1,1,1,1,1,1,1,1,1
"2772",1,3,1,1,1,3,1,1,3,3,1,3,1,1
"2773",1,3,1,3,1,2,1,1,2,3,2,2,1,1
"2774",1,3,3,3,1,3,2,2,2,3,2,3,1,2
"2775",1,2,4,3,2,5,4,3,2,4,5,2,3,1
"2776",1,2,1,1,1,1,1,2,2,1,1,2,1,3
"2777",1,2,2,1,1,1,2,1,2,1,1,2,1,1
"2778",1,4,1,2,1,3,3,1,3,3,1,3,1,1
"2779",1,1,1,1,1,1,1,1,1,1,1,1,1,1
"2780",1,1,1,1,1,1,1,1,1,1,1,1,1,1
"2781",1,1,2,1,1,2,1,1,1,2,2,1,1,1
"2782",2,3,3,3,2,2,2,4,2,2,2,3,1,2
"2783",1,3,3,2,1,2,2,4,3,3,1,3,1,2
"2784",3,3,3,4,2,3,4,4,4,4,3,4,3,3
"2785",2,4,1,3,1,3,4,5,4,2,3,3,2,4
"2786",1,1,1,1,1,1,1,2,1,1,1,1,1,1
"2787",1,2,1,1,1,1,2,2,2,2,1,3,1,1
"2788",1,1,1,1,1,1,2,1,3,2,1,2,1,1
"2789",2,3,3,3,1,4,4,3,4,5,5,3,2,1
"2790",1,1,1,2,1,1,1,1,1,1,1,1,2,1
"2791",1,1,1,1,1,1,1,1,2,1,1,2,1,1
"2792",1,5,3,5,3,5,2,5,5,5,4,5,2,2
"2793",3,5,1,5,1,5,5,5,5,4,3,5,1,5
"2794",1,5,3,1,4,5,5,1,3,4,2,3,2,4
"2795",1,2,2,2,1,2,2,2,2,2,1,2,1,2
"2796",1,1,2,1,1,2,2,1,3,1,1,2,1,1
"2797",1,1,1,1,1,1,1,3,1,1,1,1,1,1
"2798",1,1,1,3,1,1,1,1,2,1,1,1,1,1
"2799",2,1,1,2,1,1,1,2,1,1,1,1,1,1
"2800",2,1,2,2,1,2,4,4,4,3,2,3,1,3
"2801",1,4,2,2,1,3,4,1,3,3,2,4,1,1
"2802",1,1,1,1,1,3,1,2,1,2,1,2,1,1
"2803",1,2,1,1,1,1,1,2,2,2,1,3,1,1
"2804",1,3,3,2,2,4,3,1,2,4,3,5,1,2
"2805",1,3,1,2,1,2,1,1,2,2,2,3,1,1
"2806",1,3,2,2,2,1,1,1,3,1,2,4,2,2
"2807",1,3,1,1,1,3,1,2,2,2,1,2,1,3
"2808",1,2,2,1,1,2,1,1,2,2,2,1,1,1
"2809",1,2,2,2,2,2,2,2,2,2,2,2,1,2
"2810",1,3,1,1,1,1,2,2,2,1,1,2,1,1
"2811",1,4,1,1,1,2,1,1,1,3,1,2,1,1
"2812",1,2,1,1,1,1,1,1,1,1,2,2,1,1
"2813",1,2,1,3,1,1,2,1,2,1,1,1,1,1
"2814",1,1,1,1,1,1,1,1,1,1,2,1,1,1
"2815",3,1,1,5,1,1,1,5,5,1,1,1,1,1
"2816",4,1,1,4,1,4,4,5,4,4,4,4,4,4
"2817",1,2,1,1,1,1,2,1,2,1,1,3,1,2
"2818",2,2,1,1,1,2,2,2,2,2,1,3,1,1
"2819",1,3,1,1,1,1,1,1,3,1,1,3,1,1
"2820",1,1,3,1,1,3,1,1,1,3,3,3,1,1
"2821",1,3,1,3,1,1,1,1,3,2,1,1,1,1
"2822",2,4,3,4,2,3,3,3,3,3,3,4,2,3
"2823",1,1,1,1,1,4,1,3,1,3,1,1,1,1
"2824",3,3,2,3,1,3,4,2,2,3,2,3,2,2
"2825",1,2,2,2,1,1,2,1,1,2,2,1,1,1
"2826",4,4,1,3,1,2,1,2,3,3,1,4,1,3
"2827",1,2,2,1,1,2,1,2,1,2,1,3,1,1
"2828",1,3,2,2,1,1,1,1,1,1,2,1,1,1
"2829",1,2,1,2,1,2,2,2,2,2,1,2,1,1
"2830",1,5,3,3,3,2,3,4,3,3,4,3,2,2
"2831",1,3,1,2,1,3,1,1,2,3,3,1,1,1
"2832",1,2,1,2,1,1,2,1,1,2,1,1,1,2
"2833",1,2,1,2,1,3,1,2,1,4,1,2,1,2
"2834",1,3,1,5,1,1,3,1,1,1,1,3,1,1
"2835",2,3,3,2,1,1,3,3,3,3,3,4,1,1
"2836",3,1,1,3,1,1,2,1,3,1,1,1,1,1
"2837",1,3,3,2,1,2,1,2,2,4,2,4,2,1
"2838",1,3,1,2,1,2,2,1,1,1,1,1,1,1
"2839",1,2,1,2,1,2,1,1,2,2,1,1,1,1
"2840",1,3,1,1,1,3,4,1,3,2,1,3,1,3
"2841",2,2,1,3,1,2,1,1,1,1,1,2,1,2
"2842",1,2,1,1,1,1,2,1,2,1,1,1,1,1
"2843",1,1,1,2,1,1,1,1,3,1,3,1,1,1
"2844",1,1,1,1,1,1,2,1,2,1,1,1,1,1
"2845",2,2,1,2,1,2,2,1,3,2,2,3,1,2
"2846",1,1,1,1,1,1,1,1,1,1,2,3,1,1
"2847",1,4,3,4,3,3,4,3,3,4,2,3,3,3
"2848",1,2,1,1,1,1,1,1,2,4,1,1,1,1
"2849",1,1,1,1,1,1,1,2,2,1,1,1,1,1
"2850",1,3,3,1,2,1,3,1,2,3,3,2,1,1
"2851",1,1,2,3,1,2,3,3,3,3,1,3,1,4
"2852",1,2,1,2,1,1,1,2,1,1,1,2,1,2
"2853",3,4,2,5,1,4,3,5,5,3,3,3,2,3
"2854",1,1,2,2,1,1,1,1,1,2,2,1,1,1
"2855",1,1,1,1,2,1,1,1,1,1,3,1,1,1
"2856",3,3,1,1,1,1,1,3,1,1,1,3,1,1
"2857",1,2,2,1,1,1,2,1,1,1,1,1,1,1
"2858",1,2,2,1,1,1,3,1,1,1,2,2,1,3
"2859",1,1,2,2,2,1,2,1,2,1,1,2,1,1
"2860",1,1,1,1,1,1,1,1,1,1,1,1,1,1
"2861",1,3,1,3,1,2,1,2,3,2,2,1,1,1
"2862",1,1,1,1,1,1,1,1,2,1,1,1,1,1
"2863",3,3,3,3,2,1,4,3,5,3,3,4,3,3
"2864",1,3,2,4,2,3,2,1,2,3,2,2,1,1
"2865",1,3,2,3,2,2,5,3,1,1,2,3,1,1
"2866",2,4,1,3,1,3,3,1,2,3,1,2,1,2
"2867",1,3,2,1,1,2,2,1,1,2,1,2,1,1
"2868",2,5,3,4,1,5,5,3,4,3,2,5,1,1
"2869",1,2,1,1,1,1,1,1,2,1,1,1,1,1
"2870",1,1,1,2,1,1,2,2,2,1,1,2,1,1
"2871",1,2,1,1,1,1,2,1,1,1,1,2,1,1
"2872",1,1,1,1,1,1,1,1,1,1,1,1,1,1
"2873",1,1,1,1,1,1,2,1,1,1,1,1,1,1
"2874",1,2,1,1,1,1,2,1,1,1,3,3,1,1
"2875",1,1,1,1,1,1,1,2,1,1,1,1,1,1
"2876",1,3,1,1,1,1,2,1,1,1,1,2,1,1
"2877",1,4,3,4,1,4,1,5,4,4,1,1,1,3
"2878",1,1,1,1,3,1,3,1,3,1,1,3,1,1
"2879",1,2,1,3,1,3,1,1,1,3,1,3,1,3
"2880",1,2,1,1,1,1,2,1,1,3,2,2,1,2
"2881",1,5,2,2,1,2,1,1,1,1,3,1,1,2
"2882",2,5,3,5,1,3,5,2,3,3,2,3,1,3
"2883",1,1,1,1,1,1,1,1,1,1,2,1,1,1
"2884",1,2,1,1,1,1,1,1,1,2,1,1,1,1
"2885",3,1,1,1,1,2,3,1,3,1,1,3,1,2
"2886",3,3,1,5,1,1,3,3,4,3,1,3,2,1
"2887",2,2,2,2,1,1,2,2,4,2,2,3,1,1
"2888",1,4,1,2,1,1,2,2,3,1,1,3,1,1
"2889",2,5,5,5,5,3,5,4,4,3,5,3,2,1
"2890",1,4,1,5,1,5,1,4,5,3,1,4,2,1
"2891",1,1,1,2,1,1,1,2,2,2,1,2,1,1
"2892",1,4,1,4,1,1,1,1,3,1,1,1,1,1
"2893",1,1,1,1,1,1,1,1,1,1,1,1,1,1
"2894",3,4,3,2,1,1,3,2,4,4,3,2,2,1
"2895",1,2,1,2,1,2,1,1,1,2,1,2,1,1
"2896",4,5,5,5,4,5,5,5,5,5,5,5,4,3
"2897",3,3,3,3,2,5,3,4,5,5,2,4,3,1
"2898",1,2,1,2,1,1,1,2,1,1,1,1,1,1
"2899",1,1,1,2,1,1,3,1,1,1,1,1,1,1
"2900",1,3,1,1,1,1,2,1,2,2,2,2,1,2
"2901",2,3,1,3,1,1,2,1,2,1,2,1,1,1
"2902",3,2,1,3,1,2,2,2,2,2,1,3,1,1
"2903",2,3,1,3,1,4,3,1,1,4,2,4,1,2
"2904",1,1,1,1,1,1,1,1,1,1,1,2,1,1
"2905",1,5,5,5,3,2,5,5,5,5,1,5,1,3
"2906",1,3,1,1,1,2,1,1,1,3,1,3,1,2
"2907",1,1,1,1,1,1,2,1,1,1,1,1,1,1
"2908",1,2,1,1,1,2,2,1,3,2,1,1,1,2
"2909",3,3,1,4,1,2,2,4,5,4,2,2,3,3
"2910",3,2,1,5,1,2,1,3,4,3,5,4,3,3
"2911",1,2,1,5,2,1,3,5,5,1,1,5,1,1
"2912",4,4,1,4,1,4,4,3,4,4,3,4,2,4
"2913",4,4,3,4,3,3,3,4,4,4,2,4,4,2
"2914",1,1,2,3,1,2,3,3,3,3,3,2,2,3
"2915",1,1,1,3,2,1,1,1,1,1,1,1,1,1
"2916",1,2,1,1,1,1,2,1,3,2,1,2,1,1
"2917",3,5,3,3,1,3,3,3,4,3,4,5,2,1
"2918",1,3,3,2,1,3,3,1,3,2,3,2,2,2
"2919",3,5,3,3,2,3,4,2,2,4,4,4,1,2
"2920",2,2,2,2,1,1,1,3,2,2,2,3,1,2
"2921",1,2,1,1,1,1,2,2,2,1,1,2,1,2
"2922",1,2,2,1,2,1,1,3,2,1,2,1,1,1
"2923",3,3,1,3,2,2,4,1,5,4,2,4,2,1
"2924",2,3,1,3,1,1,1,2,2,4,2,4,2,3
"2925",5,2,5,5,3,5,4,5,4,3,3,5,5,5
"2926",2,4,4,5,3,3,4,5,5,3,4,4,2,2
"2927",1,3,2,1,2,1,1,1,2,2,1,4,2,2
"2928",3,2,1,5,1,1,2,1,4,1,1,2,1,1
"2929",3,3,2,5,2,2,5,4,5,3,3,4,3,3
"2930",3,3,1,3,2,2,4,3,3,4,1,4,3,2
"2931",1,3,1,3,1,3,1,1,3,3,2,3,1,3
"2932",2,5,3,5,2,1,2,5,3,2,3,3,3,5
"2933",1,3,3,3,1,2,2,2,2,2,1,3,1,1
"2934",1,1,1,1,1,1,3,1,1,1,1,1,1,1
"2935",2,4,3,5,2,3,1,5,4,3,4,4,3,2
"2936",1,1,1,1,1,1,1,2,2,1,1,1,1,1
"2937",3,5,4,4,3,5,4,5,4,5,4,5,4,5
"2938",3,4,4,5,2,5,2,5,5,5,3,4,1,2
"2939",1,3,1,3,1,1,2,3,4,2,1,3,1,1
"2940",2,3,2,1,2,3,2,2,3,3,2,4,2,3
"2941",2,3,2,4,2,2,1,1,4,2,2,3,1,1
"2942",1,3,2,1,1,1,2,1,1,1,2,2,1,2
"2943",1,3,1,4,1,3,3,3,2,3,1,3,2,1
"2944",4,4,5,4,4,5,3,4,1,5,5,4,4,3
"2945",3,5,4,3,2,4,5,5,5,4,4,4,1,1
"2946",3,3,2,3,1,1,1,4,3,3,4,3,3,1
"2947",1,4,3,3,1,1,4,3,2,3,3,3,1,1
"2948",1,3,1,2,1,2,2,1,3,2,1,4,1,1
"2949",1,1,1,1,1,1,1,1,1,1,1,1,1,1
"2950",1,5,5,1,1,3,5,5,4,4,3,3,1,3
"2951",1,4,1,3,1,2,2,3,4,3,4,4,2,2
"2952",1,1,2,4,2,1,2,3,2,2,2,2,1,1
"2953",1,1,1,1,1,1,1,1,1,1,1,1,1,1
"2954",1,3,1,2,1,2,1,1,2,1,2,1,1,2
"2955",1,2,1,3,1,1,2,2,3,2,1,3,1,2
"2956",3,4,5,5,4,5,5,5,3,5,5,5,4,5
"2957",1,1,1,1,1,1,1,1,1,1,1,1,1,1
"2958",1,1,1,1,1,1,1,1,1,1,1,1,1,1
"2959",1,3,2,2,1,1,3,1,3,2,2,3,1,1
"2960",1,2,2,1,1,1,2,1,1,1,1,2,1,2
"2961",1,4,5,5,2,3,5,4,5,3,2,5,1,4
"2962",1,3,4,4,2,4,4,3,3,4,4,3,2,1
"2963",4,5,5,4,5,5,3,5,3,5,5,5,5,2
"2964",1,2,4,1,2,1,2,2,2,2,4,2,1,1
"2965",1,2,1,3,1,2,2,2,2,3,2,4,1,2
"2966",3,3,3,3,1,2,3,2,3,2,2,4,1,1
"2967",1,2,1,2,1,3,2,1,2,3,2,2,1,1
"2968",1,3,2,3,2,3,4,4,4,3,2,4,1,3
"2969",4,4,3,2,1,4,3,3,4,4,4,5,3,3
"2970",1,4,3,4,3,3,3,5,3,3,4,4,1,3
"2971",3,3,1,4,2,5,4,4,5,5,3,5,1,5
"2972",4,3,5,5,3,4,5,5,5,3,5,5,3,2
"2973",1,1,1,1,1,1,1,1,2,1,1,1,1,1
"2974",5,5,5,5,5,5,5,5,5,5,5,5,5,5
"2975",5,4,5,3,4,5,4,5,5,5,5,5,4,5
"2976",1,1,1,1,1,1,1,1,1,1,1,3,1,1
"2977",5,1,1,5,1,5,4,4,5,4,1,4,5,2
"2978",1,3,5,3,1,4,4,1,4,3,4,4,1,1
"2979",1,1,1,1,1,1,1,1,1,1,1,1,1,1
"2980",1,2,1,2,1,2,2,3,3,3,2,3,1,2
"2981",2,3,3,4,1,2,4,2,2,3,4,2,2,2
"2982",3,4,1,5,1,2,4,5,3,2,2,3,1,2
"2983",1,3,1,2,1,1,2,1,1,2,2,4,1,2
"2984",1,3,2,3,1,1,1,1,3,2,1,2,1,1
"2985",3,3,2,4,2,3,3,4,3,3,2,3,3,2
"2986",3,3,2,4,2,4,2,5,4,5,3,4,3,3
"2987",1,2,2,1,1,2,1,1,1,2,1,2,1,1
"2988",1,1,1,1,1,2,2,2,3,2,1,2,1,1
"2989",1,3,1,1,1,1,3,2,1,3,1,2,1,1
"2990",1,1,1,1,1,1,1,1,1,1,1,1,1,1
"2991",3,4,4,4,3,5,5,2,4,5,4,4,1,3
"2992",3,3,2,5,2,4,3,3,5,5,3,5,3,2
"2993",3,5,5,5,5,5,3,5,5,5,5,5,3,1
"2994",4,4,4,4,4,1,3,1,4,3,4,2,1,1
"2995",1,3,1,3,1,1,2,2,3,2,1,3,2,2
"2996",1,3,1,1,2,1,1,1,2,2,1,1,1,1
"2997",1,4,1,2,1,2,3,3,1,3,3,3,1,3
"2998",3,3,1,3,1,3,3,2,3,3,2,4,2,2
"2999",5,5,5,5,5,4,5,5,5,5,5,5,5,5
"3000",1,2,1,1,1,1,1,1,1,2,1,1,1,1
"3001",1,4,3,3,3,3,1,3,4,4,3,4,1,3
"3002",1,1,2,2,1,1,1,1,1,1,1,2,1,1
"3003",3,3,3,1,3,5,5,5,4,4,1,3,2,3
"3004",1,3,1,1,1,2,1,1,1,2,2,3,1,1
"3005",1,1,1,2,1,1,1,1,2,1,2,2,1,1
"3006",1,1,1,2,1,1,3,1,3,1,2,1,1,1
"3007",3,2,2,2,2,3,1,1,2,3,2,4,1,3
"3008",3,4,3,4,4,4,3,5,4,4,4,4,2,3
"3009",1,2,2,5,2,1,2,4,3,1,3,2,2,1
"3010",3,2,3,4,2,2,1,1,2,1,4,4,1,3
"3011",1,1,1,1,1,1,1,1,1,1,1,1,1,1
"3012",1,1,1,1,1,1,3,1,2,1,1,1,1,1
"3013",1,1,2,3,2,1,2,1,3,2,2,2,1,1
"3014",1,2,1,2,1,2,3,3,2,3,1,3,1,3
"3015",3,4,3,3,2,3,3,1,3,3,4,3,2,3
"3016",3,4,2,3,1,2,4,1,4,4,3,4,4,2
"3017",1,1,1,1,1,1,1,1,1,1,1,1,1,1
"3018",1,1,2,1,1,1,1,1,1,1,1,1,1,1
"3019",3,3,2,3,1,5,1,3,3,4,1,4,3,3
"3020",1,4,1,3,1,1,4,5,2,3,1,3,2,1
"3021",2,2,1,3,1,2,1,2,2,2,2,3,1,1
"3022",1,4,3,4,1,3,4,4,3,3,3,3,2,1
"3023",1,2,1,1,1,1,2,1,1,2,2,2,1,1
"3024",4,3,3,3,3,4,4,4,3,3,3,4,3,4
"3025",4,2,2,4,1,2,5,2,4,4,2,3,3,3
"3026",1,2,2,1,1,1,1,1,2,2,2,1,1,1
"3027",1,1,2,1,1,1,2,1,2,2,1,2,1,1
"3028",3,2,1,3,1,1,2,2,2,1,1,1,1,1
"3029",1,4,3,3,1,2,4,2,4,1,2,4,1,1
"3030",2,3,3,4,3,3,4,3,4,4,3,4,1,3
"3031",1,4,1,3,1,3,3,4,1,4,1,3,1,1
"3032",4,4,2,5,1,4,4,5,5,3,5,4,3,4
"3033",1,1,1,1,1,1,1,1,1,1,1,1,1,1
"3034",2,5,5,5,4,4,2,5,4,4,4,4,3,2
"3035",3,3,1,5,3,3,4,5,4,4,1,5,3,3
"3036",1,2,2,2,1,2,2,1,2,2,2,3,1,1
"3037",1,5,4,5,4,4,1,3,2,4,4,5,1,5
"3038",1,1,1,1,1,1,2,1,3,2,1,2,2,1
"3039",1,1,1,1,1,1,2,1,1,1,1,1,1,1
"3040",1,2,1,1,1,1,1,1,1,1,2,1,1,1
"3041",1,2,3,1,2,3,2,1,1,3,2,3,1,1
"3042",3,4,2,5,1,4,4,4,4,5,2,4,3,3
"3043",1,3,1,2,1,1,1,1,2,1,1,2,1,1
"3044",2,3,1,2,1,2,3,4,3,2,1,3,2,2
"3045",4,1,1,3,1,2,5,5,5,3,1,5,4,2
"3046",2,2,1,3,1,3,4,3,4,3,3,4,3,4
"3047",1,1,1,1,1,1,1,1,1,1,1,1,1,1
"3048",2,4,3,5,2,1,5,4,4,1,5,2,2,4
"3049",1,4,3,3,3,3,1,2,3,3,3,3,4,1
"3050",1,5,2,4,3,5,4,5,5,3,4,4,1,3
"3051",2,3,2,3,1,3,4,1,4,3,2,5,2,2
