"","Q68","Q69","Q70","Q71","Q72","Q73","Q74","Q76","Q77","Q78","Q79","Q80","Q81","Q82"
"879",1,5,3,3,3,3,4,3,4,3,5,5,1,3
"880",1,4,1,4,1,4,2,4,5,4,3,NA,1,3
"881",3,4,2,4,2,5,5,2,4,4,3,5,3,5
"882",2,4,1,4,1,1,4,3,3,3,3,3,1,3
"883",1,3,1,3,1,1,2,3,3,1,1,4,2,1
"884",1,2,2,3,1,2,2,2,1,2,2,2,1,2
"885",1,4,2,2,2,2,4,4,3,2,2,4,1,2
"886",2,1,3,1,1,1,3,4,4,3,3,3,1,3
"887",3,3,2,3,1,3,3,2,3,3,3,2,2,2
"888",4,5,3,5,2,3,3,5,5,4,4,3,2,4
"889",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"890",1,3,1,4,2,4,4,5,4,4,4,4,1,5
"891",4,2,4,5,2,5,4,5,4,4,4,4,3,3
"892",3,3,3,4,2,3,5,2,4,4,3,5,3,4
"893",1,4,3,3,3,4,3,4,4,4,3,4,1,4
"894",1,2,2,2,1,1,3,1,2,3,1,2,1,1
"895",5,4,3,5,2,5,1,5,5,5,3,5,4,3
"896",1,4,2,3,1,3,3,5,3,5,3,4,1,3
"897",1,1,1,1,1,1,3,3,5,1,1,1,1,1
"898",5,4,4,4,4,4,4,5,5,4,5,3,2,1
"899",1,3,3,4,3,3,3,4,3,3,3,2,1,1
"900",2,4,2,4,1,2,3,4,3,3,3,4,1,2
"901",1,5,2,3,1,1,2,1,1,1,1,3,1,1
"902",1,3,1,3,1,1,4,3,3,3,1,3,1,2
"903",1,2,1,1,1,1,1,1,1,1,1,2,1,2
"904",3,3,2,5,1,2,3,4,3,2,2,4,2,3
"905",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"906",1,2,2,1,3,1,2,2,2,2,2,4,1,2
"907",1,1,1,1,1,2,1,1,1,1,1,1,1,1
"908",1,3,1,1,1,1,1,1,1,1,2,2,1,1
"909",1,4,2,3,1,4,5,4,3,5,2,4,2,3
"910",4,3,2,2,1,3,3,3,4,4,3,3,2,4
"911",3,3,3,3,3,4,4,2,3,4,3,3,3,3
"912",2,3,2,4,1,2,2,5,4,2,1,4,3,1
"913",1,4,3,3,3,3,5,4,5,3,3,4,4,4
"914",1,2,1,1,1,1,1,1,3,2,1,1,1,2
"915",1,4,2,4,1,1,1,3,3,4,3,3,1,2
"916",5,3,5,5,2,5,4,4,4,3,5,3,3,3
"917",4,4,1,4,1,4,2,3,5,4,1,4,2,1
"918",2,3,1,3,1,2,4,4,3,1,2,4,2,1
"919",1,2,1,4,1,1,1,2,2,1,1,1,1,1
"920",1,3,1,4,2,1,3,3,3,1,2,2,1,1
"921",2,4,1,3,1,3,1,1,3,2,1,2,1,1
"922",1,1,1,1,1,1,3,1,2,1,1,1,1,1
"923",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"924",2,3,2,4,3,4,3,2,3,4,2,3,1,2
"925",3,5,5,5,2,4,5,5,5,5,4,5,3,5
"926",4,3,3,4,1,3,5,4,4,2,4,3,2,3
"927",2,3,1,5,1,4,4,1,2,3,5,4,2,2
"928",4,3,3,4,3,3,2,3,3,4,3,3,2,1
"929",5,5,3,5,1,2,5,5,5,3,3,5,2,1
"930",1,5,1,5,1,1,3,5,5,1,4,4,1,2
"931",3,4,4,4,3,4,5,4,4,4,3,5,1,3
"932",1,3,3,2,2,3,3,2,3,3,3,3,1,1
"933",1,1,1,1,1,3,2,1,1,3,1,2,1,2
"934",5,5,4,5,1,4,3,3,5,5,4,4,3,4
"935",2,3,1,1,1,3,1,1,2,4,3,3,1,2
"936",1,4,4,4,1,3,5,3,4,4,4,4,3,4
"937",1,2,1,3,1,1,2,3,5,1,1,1,1,1
"938",1,3,2,1,2,3,1,2,2,3,2,3,1,3
"939",1,5,5,4,5,5,5,3,3,5,5,5,4,3
"940",2,5,3,5,3,3,4,5,4,4,5,4,3,2
"941",1,3,1,3,1,3,3,2,3,3,1,3,1,1
"942",1,4,3,4,1,2,3,2,5,3,2,5,1,2
"943",1,5,3,4,1,3,3,4,4,2,2,2,1,3
"944",1,2,3,1,1,3,2,1,1,4,1,2,1,2
"945",3,5,4,4,3,4,4,4,4,5,4,4,3,4
"946",2,4,1,4,1,3,3,5,5,4,3,4,4,3
"947",2,3,2,4,3,4,4,2,1,5,3,4,1,4
"948",2,5,2,4,1,3,4,2,4,3,3,5,1,2
"949",1,1,1,2,1,1,3,3,1,1,1,1,1,1
"950",4,3,1,5,1,3,2,3,4,3,5,3,3,3
"951",2,4,3,3,2,4,4,3,5,4,4,4,2,4
"952",2,4,3,4,4,2,4,3,4,2,3,3,2,2
"953",3,3,1,4,1,3,4,5,4,2,1,3,1,2
"954",1,2,1,1,1,3,1,1,1,1,2,1,1,3
"955",1,2,2,1,1,1,3,2,3,1,1,1,1,2
"956",2,4,3,4,2,4,3,4,4,5,3,5,2,4
"957",1,1,1,2,1,1,1,1,2,2,2,2,1,1
"958",1,3,1,3,2,1,4,4,4,1,2,3,2,3
"959",1,3,1,2,1,1,3,4,3,2,3,5,1,4
"960",2,3,1,3,1,1,2,3,3,1,2,2,2,1
"961",2,1,1,2,1,2,3,2,3,2,1,3,1,3
"962",1,3,1,2,1,1,4,3,1,1,1,4,1,4
"963",2,4,1,5,1,1,1,4,4,4,3,5,2,3
"964",1,4,4,3,1,2,1,2,3,4,2,3,2,1
"965",1,3,4,4,4,3,3,3,4,3,1,1,1,3
"966",4,4,3,4,2,1,5,4,2,2,2,4,1,4
"967",1,3,1,3,1,2,3,3,3,3,3,2,3,1
"968",1,1,2,2,2,2,2,1,2,2,2,2,1,1
"969",1,3,3,3,3,2,4,2,4,3,2,3,2,2
"970",1,3,1,4,1,5,3,4,4,5,2,5,1,5
"971",1,2,1,2,1,1,2,1,2,1,1,1,1,1
"972",3,4,2,3,1,3,1,2,3,3,2,3,1,2
"973",1,4,1,2,1,1,1,3,1,2,1,2,3,1
"974",2,4,5,4,3,4,5,2,5,3,4,4,3,5
"975",5,3,3,3,2,5,3,3,4,5,3,2,3,4
"976",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"977",3,2,3,1,1,2,1,1,1,3,2,3,5,3
"978",2,2,1,3,1,2,1,4,3,2,3,2,2,1
"979",3,3,3,3,1,3,3,4,3,3,3,4,2,2
"980",1,3,1,3,1,3,4,3,1,3,1,2,1,1
"981",4,2,1,3,3,4,4,4,4,4,2,3,3,2
"982",3,4,4,3,2,3,4,4,4,5,3,5,2,3
"983",1,3,3,4,1,2,3,5,4,1,4,3,1,1
"984",1,3,1,3,1,1,5,1,2,1,1,2,1,1
"985",1,3,1,2,1,2,2,2,1,4,3,2,2,3
"986",1,2,2,2,2,1,1,1,3,2,2,2,1,1
"987",1,5,4,2,2,5,5,5,4,5,4,5,1,4
"988",1,1,3,2,4,4,4,5,5,2,4,4,5,4
"989",1,1,1,1,1,1,1,1,1,1,1,1,1,1
"990",5,2,1,5,1,2,5,5,5,5,1,5,2,2
"991",2,4,5,2,5,4,4,3,3,3,5,5,1,3
"992",4,5,3,5,1,5,3,3,5,5,2,5,3,2
"993",1,2,2,2,1,2,1,3,1,1,3,2,1,1
"994",1,3,1,3,1,3,3,2,3,2,2,3,2,2
"995",5,3,2,5,3,4,2,4,4,3,2,5,2,4
"996",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"997",4,4,4,4,3,5,5,5,5,4,4,4,4,4
"998",1,2,2,1,1,1,1,1,2,2,2,2,1,1
"999",1,4,1,4,1,3,2,4,4,3,3,5,1,3
"1000",1,2,2,4,1,2,3,3,4,2,2,4,2,3
"1001",4,5,1,5,1,1,3,2,2,2,1,5,2,1
"1002",4,4,4,4,3,4,3,5,4,4,4,4,3,3
"1003",2,3,3,2,1,3,3,1,3,3,3,3,1,3
"1004",1,2,2,1,1,1,1,2,1,1,1,1,1,1
"1005",4,3,2,2,2,4,4,2,2,4,2,4,2,4
"1006",3,3,1,3,1,3,3,4,3,3,1,3,2,4
"1007",1,1,2,3,1,3,2,1,2,4,1,2,1,3
"1008",1,3,2,4,1,1,2,3,3,1,2,2,1,2
"1009",2,3,3,3,2,3,3,4,2,4,4,4,1,3
"1010",1,5,2,3,3,4,4,2,3,4,2,5,1,4
"1011",5,3,1,5,1,5,5,5,5,4,1,5,1,4
"1012",2,5,3,5,1,3,3,5,5,5,5,3,3,3
"1013",1,4,1,3,1,4,3,3,2,2,3,3,1,3
"1014",4,4,3,4,1,3,4,5,4,4,2,4,3,4
"1015",1,4,1,4,1,1,4,3,3,1,1,4,1,3
"1016",1,3,2,2,1,1,3,1,3,2,3,3,1,1
"1017",2,4,1,3,2,2,3,1,4,3,4,2,2,2
"1018",1,4,1,4,1,3,3,2,4,2,3,4,2,1
"1019",3,3,4,5,1,3,5,5,5,4,3,4,4,3
"1020",2,4,2,3,1,1,3,2,2,2,2,4,1,2
"1021",1,3,1,3,1,3,2,4,1,4,1,1,1,2
"1022",4,3,1,3,1,4,3,3,3,3,4,3,3,3
"1023",1,4,3,2,3,4,4,2,3,4,3,4,1,1
"1024",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1025",3,4,3,2,1,3,5,5,3,4,4,5,2,3
"1026",3,4,2,4,1,3,5,2,4,4,4,4,3,3
"1027",1,2,1,1,1,2,2,1,2,3,2,2,1,2
"1028",5,5,4,4,4,4,5,5,5,5,3,5,5,3
"1029",1,3,3,4,1,2,2,2,4,3,3,2,1,1
"1030",1,4,3,3,1,1,2,1,2,1,3,3,1,2
"1031",2,3,1,3,1,2,3,2,4,3,1,3,1,3
"1032",1,3,3,4,1,1,3,5,4,3,4,3,1,1
"1033",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1034",3,4,2,4,2,4,4,4,4,4,3,4,2,3
"1035",1,3,2,4,1,2,4,2,4,1,4,1,1,1
"1036",1,5,4,4,1,4,4,4,4,3,3,4,1,1
"1037",1,2,1,1,1,1,2,2,2,1,1,1,1,2
"1038",3,4,2,3,1,3,4,5,4,4,4,4,3,3
"1039",2,5,3,3,3,4,4,5,4,4,3,5,3,4
"1040",1,3,2,3,2,4,3,4,3,3,3,3,2,2
"1041",2,3,1,2,1,3,2,2,2,3,2,3,2,1
"1042",3,2,1,3,1,1,3,3,3,2,1,4,2,3
"1043",4,2,2,4,2,2,3,4,4,2,4,2,1,1
"1044",1,3,1,3,1,1,1,4,3,1,1,3,1,1
"1045",2,2,1,3,1,2,3,3,3,2,1,3,1,2
"1046",1,3,1,1,1,1,2,1,1,3,2,3,1,1
"1047",3,3,1,2,2,2,3,4,3,2,2,2,1,3
"1048",1,3,1,3,1,1,2,5,4,5,1,3,1,1
"1049",1,3,2,2,1,3,3,3,4,3,1,3,1,2
"1050",1,2,2,2,1,2,2,1,2,2,2,2,1,1
"1051",1,1,1,1,1,1,1,2,2,2,1,1,1,1
"1052",1,2,1,3,1,1,1,3,3,2,1,3,1,2
"1053",3,4,3,4,3,3,5,5,4,3,3,5,3,3
"1054",2,2,3,3,1,3,3,3,4,4,3,1,1,1
"1055",3,4,1,4,1,3,3,3,4,1,3,3,3,2
"1056",2,3,2,2,1,2,3,4,4,2,2,4,3,1
"1057",1,3,2,2,2,3,3,2,2,3,3,3,1,3
"1058",2,4,4,3,2,3,5,3,4,3,4,3,2,1
"1059",3,4,1,3,1,2,3,1,4,5,3,4,1,2
"1060",2,3,4,3,3,1,3,4,4,1,4,3,2,3
"1061",1,4,2,1,1,1,1,1,1,3,2,2,1,1
"1062",1,3,4,3,4,3,2,3,4,4,4,4,1,2
"1063",4,4,1,3,1,2,3,2,3,3,3,3,2,4
"1064",4,2,1,1,1,1,2,1,2,1,1,2,1,1
"1065",1,2,1,1,1,1,1,1,2,1,1,1,1,1
"1066",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1067",5,5,1,5,1,5,1,1,5,5,1,5,5,5
"1068",4,5,5,5,1,4,5,5,5,5,1,4,3,5
"1069",1,4,1,1,1,3,3,1,2,3,2,4,2,3
"1070",1,4,1,2,1,3,2,1,3,3,1,3,1,3
"1071",1,2,2,1,1,1,1,2,1,1,2,3,1,1
"1072",1,3,1,2,1,2,1,3,2,1,2,1,1,2
"1073",5,5,1,5,3,5,5,5,5,5,2,5,1,5
"1074",1,4,1,2,2,1,1,1,2,3,3,3,1,1
"1075",2,3,2,4,2,4,2,3,3,3,3,4,1,2
"1076",3,4,4,4,3,4,4,2,2,4,3,5,1,4
"1077",3,3,2,3,1,3,4,3,5,5,3,4,3,3
"1078",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1079",2,5,3,5,3,4,5,4,4,3,3,5,2,5
"1080",1,5,3,5,3,4,2,4,5,4,5,4,3,1
"1081",1,5,1,3,2,2,4,2,2,4,2,4,2,3
"1082",1,4,3,3,2,2,3,4,3,4,3,3,3,3
"1083",1,3,2,1,1,1,1,3,2,3,3,2,1,3
"1084",3,3,1,3,1,3,3,4,3,4,1,5,3,2
"1085",2,3,1,5,1,2,3,2,4,2,2,2,2,2
"1086",1,3,2,3,2,2,3,2,1,3,3,2,2,3
"1087",1,3,1,4,1,3,3,1,3,3,1,1,1,1
"1088",2,2,2,3,1,2,3,1,3,3,1,3,2,2
"1089",2,5,1,5,1,3,2,3,5,4,1,1,2,1
"1090",3,3,2,2,1,2,3,1,3,2,3,2,1,2
"1091",3,4,3,3,3,3,3,3,3,4,3,4,1,2
"1092",1,2,2,2,1,2,3,3,4,3,3,3,1,3
"1093",1,2,2,2,1,1,2,2,3,3,2,3,1,1
"1094",1,5,3,3,2,2,2,4,5,4,4,4,1,4
"1095",2,3,1,3,1,1,2,5,4,3,2,2,1,2
"1096",3,5,2,5,3,3,5,2,4,4,3,5,3,4
"1097",1,5,5,4,2,4,4,5,5,4,4,4,2,2
"1098",1,2,2,1,2,4,3,3,3,4,4,3,1,1
"1099",1,2,2,2,1,2,1,1,3,3,3,4,1,3
"1100",3,2,2,3,1,1,3,3,3,1,2,4,1,1
"1101",2,3,3,4,3,2,4,3,4,3,3,3,2,3
"1102",3,3,5,3,5,4,4,2,3,4,4,4,2,2
"1103",5,4,2,4,1,4,3,4,4,4,2,4,3,5
"1104",2,2,2,3,1,1,2,1,3,1,1,2,1,2
"1105",2,3,3,5,2,5,3,4,4,5,3,4,1,4
"1106",1,2,1,1,1,1,2,1,2,1,2,1,1,1
"1107",1,3,1,2,1,3,3,4,3,3,3,1,1,2
"1108",5,4,1,5,1,1,5,5,4,2,2,4,3,2
"1109",2,3,1,3,1,2,5,4,4,3,3,4,1,4
"1110",1,3,2,2,1,1,2,1,1,1,2,2,1,1
"1111",1,3,2,1,2,1,2,1,4,1,3,3,1,1
"1112",1,4,2,4,3,4,4,4,5,4,3,3,2,4
"1113",4,4,4,4,3,5,3,5,5,5,5,4,4,3
"1114",3,3,4,4,3,4,4,4,4,4,4,4,2,3
"1115",1,3,1,2,1,1,1,5,3,1,2,3,3,2
"1116",3,5,2,5,1,2,3,3,2,3,1,4,3,3
"1117",4,4,1,2,1,5,3,5,4,5,3,4,3,3
"1118",1,3,2,2,1,2,2,1,2,4,2,3,1,2
"1119",4,3,3,4,1,3,5,3,4,4,3,4,1,3
"1120",1,5,4,3,1,1,5,4,4,3,3,5,1,5
"1121",5,5,4,5,4,2,3,5,5,3,5,4,3,3
"1122",3,4,4,4,3,4,3,5,3,4,3,4,2,2
"1123",4,4,4,4,4,3,3,4,4,3,4,4,4,3
"1124",1,4,1,3,1,4,2,1,4,4,2,4,1,2
"1125",2,4,3,4,1,2,2,5,4,3,2,5,3,1
"1126",1,3,2,2,1,1,5,2,3,4,3,4,1,3
"1127",2,3,2,3,2,3,3,3,3,3,3,3,2,2
"1128",1,3,1,1,1,3,4,3,3,3,1,3,1,4
"1129",3,2,2,4,1,3,3,3,5,4,2,5,1,3
"1130",3,3,2,4,1,3,1,2,3,3,3,4,4,3
"1131",1,1,2,3,1,3,1,1,2,4,3,2,1,1
"1132",3,3,2,4,2,5,5,5,5,5,3,4,5,3
"1133",1,2,1,2,1,1,2,4,3,3,1,4,2,1
"1134",1,1,2,2,2,2,4,4,4,4,1,3,1,2
"1135",3,2,2,4,2,1,3,3,4,3,2,4,2,2
"1136",1,2,3,2,2,3,2,1,2,3,3,4,1,2
"1137",1,2,1,1,1,1,1,1,1,1,1,1,1,2
"1138",1,2,2,2,1,2,1,1,2,3,2,2,1,2
"1139",2,4,5,5,4,2,3,5,5,2,5,2,3,1
"1140",1,1,1,1,1,1,1,1,2,1,1,1,1,1
"1141",2,2,2,2,1,1,1,1,2,1,1,2,1,2
"1142",2,2,2,3,1,2,4,4,4,3,2,2,2,1
"1143",5,4,4,5,4,4,5,5,5,4,5,5,5,4
"1144",2,4,NA,4,1,4,2,1,4,4,2,4,3,1
"1145",1,3,2,4,1,1,3,3,3,1,1,3,2,3
"1146",3,4,3,4,3,3,4,4,4,4,3,5,3,3
"1147",2,5,5,5,5,5,5,5,5,5,5,5,2,5
"1148",1,3,2,4,2,1,4,4,4,2,2,3,1,1
"1149",1,4,3,3,1,3,4,3,3,4,4,3,2,2
"1150",5,4,2,3,1,5,4,3,3,5,3,5,2,4
"1151",1,3,3,1,1,2,2,1,2,3,3,3,2,2
"1152",2,3,1,3,1,4,2,2,3,4,2,3,2,2
"1153",5,4,3,4,1,2,5,5,5,2,3,3,5,2
"1154",2,1,1,4,1,1,3,4,2,1,2,3,2,1
"1155",1,3,1,1,1,1,3,1,2,2,1,2,2,1
"1156",1,4,4,4,1,1,4,4,4,3,3,3,1,2
"1157",3,3,1,3,1,2,3,2,4,3,1,3,2,3
"1158",2,2,1,1,1,2,2,1,2,2,2,3,1,1
"1159",3,4,3,4,2,3,3,3,4,4,4,4,2,3
"1160",4,4,4,3,4,4,5,4,3,4,4,4,3,4
"1161",2,5,2,4,2,2,3,4,4,3,4,3,2,3
"1162",3,5,1,4,1,4,3,4,4,4,3,3,2,1
"1163",1,2,1,2,1,1,1,1,1,1,1,1,1,1
"1164",1,3,2,2,1,2,1,1,3,3,1,3,1,1
"1165",1,3,1,1,1,1,4,2,2,3,1,3,1,1
"1166",3,3,2,2,1,1,2,2,4,1,3,2,3,2
"1167",1,5,1,5,1,1,3,4,4,4,3,4,3,2
"1168",1,3,5,5,3,5,5,5,5,4,5,5,1,1
"1169",1,4,3,4,1,3,3,4,2,4,3,3,1,3
"1170",2,4,3,4,3,4,4,5,4,4,4,4,1,3
"1171",2,5,1,4,3,2,3,3,4,3,3,3,1,3
"1172",1,4,2,2,2,2,3,3,3,3,3,4,1,3
"1173",1,3,2,3,1,2,3,3,3,2,3,3,2,3
"1174",1,5,3,5,2,3,5,3,5,4,4,4,2,3
"1175",1,3,1,3,1,3,3,1,2,2,2,1,1,1
"1176",3,3,4,2,1,3,4,3,4,2,3,4,1,3
"1177",2,4,3,2,1,3,3,2,3,2,2,3,2,2
"1178",4,4,3,4,3,4,4,5,4,4,3,5,3,4
"1179",1,3,1,3,1,4,4,5,5,4,1,4,3,4
"1180",1,3,2,3,1,2,3,4,2,2,2,4,1,3
"1181",4,4,4,4,3,4,4,4,4,4,5,4,3,3
"1182",1,4,3,4,3,4,2,3,3,2,3,4,1,1
"1183",1,1,1,4,1,1,4,1,2,2,1,5,1,1
"1184",1,3,3,4,1,3,3,4,3,3,4,3,2,2
"1185",5,5,5,5,5,5,5,5,4,5,5,5,5,1
"1186",5,5,3,4,1,3,5,4,4,4,3,5,1,5
"1187",1,4,2,1,1,2,4,5,4,3,4,4,3,1
"1188",1,5,3,5,1,4,3,5,4,4,1,3,1,3
"1189",5,5,3,5,3,4,5,5,5,4,3,4,5,3
"1190",1,4,1,5,1,3,5,5,5,3,1,5,2,3
"1191",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1192",3,4,4,5,3,3,4,5,5,5,4,3,3,3
"1193",1,2,3,1,1,1,1,1,1,1,3,2,1,1
"1194",1,4,2,1,2,2,4,2,2,2,3,4,1,2
"1195",4,5,2,1,1,5,2,2,2,5,2,2,5,1
"1196",3,3,3,2,1,3,4,4,4,4,3,3,2,3
"1197",3,3,5,5,4,2,3,5,5,4,5,4,2,3
"1198",2,3,1,4,1,4,3,5,4,3,3,4,1,3
"1199",4,3,2,5,3,3,3,4,3,4,4,4,2,3
"1200",1,2,1,2,1,1,1,2,1,1,1,2,1,1
"1201",4,3,1,4,3,2,4,4,5,3,4,4,3,2
"1202",2,4,1,5,1,1,3,4,4,2,4,4,1,1
"1203",2,2,1,1,1,3,2,2,1,3,1,2,1,2
"1204",1,2,1,1,1,1,1,1,1,1,1,1,1,1
"1205",1,2,1,2,1,1,1,2,3,3,1,2,2,1
"1206",1,2,2,2,1,2,2,2,2,2,2,3,1,2
"1207",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1208",1,2,1,4,1,1,3,2,3,1,2,3,1,1
"1209",4,4,1,4,1,4,5,4,3,4,1,4,3,4
"1210",2,2,3,2,1,3,3,1,3,3,2,3,1,1
"1211",3,4,3,4,2,4,4,4,5,3,2,4,3,2
"1212",2,4,3,3,2,3,3,1,2,5,2,5,1,1
"1213",1,1,1,1,1,1,1,1,1,1,1,1,1,1
"1214",2,2,1,2,1,3,1,1,2,3,2,3,1,3
"1215",3,3,1,4,1,1,3,2,3,1,2,2,1,1
"1216",1,5,2,1,1,1,2,3,3,1,3,2,1,2
"1217",1,3,3,3,1,1,2,4,3,1,4,1,2,1
"1218",1,2,3,2,1,3,2,2,2,3,3,1,1,2
"1219",2,3,4,3,3,4,2,4,2,4,4,4,1,3
"1220",1,3,2,3,3,1,1,1,3,1,1,1,1,1
"1221",2,5,4,5,1,1,2,4,4,4,4,3,1,4
"1222",1,2,2,2,1,2,3,1,3,2,2,3,2,1
"1223",1,3,1,3,1,2,2,1,2,2,1,3,1,1
"1224",1,2,1,1,1,1,1,1,1,2,1,2,1,1
"1225",3,5,5,5,4,5,4,3,5,5,5,5,2,5
"1226",1,3,1,3,1,2,4,2,1,3,1,2,1,2
"1227",1,3,2,3,1,1,3,3,3,1,3,4,1,1
"1228",3,3,3,4,3,3,4,4,4,4,4,4,3,4
"1229",1,1,1,1,1,1,2,1,1,1,1,1,1,1
"1230",3,4,1,3,1,3,2,3,3,5,3,3,2,5
"1231",1,2,1,2,1,1,2,1,2,1,1,1,1,1
"1232",3,3,2,4,1,5,3,5,5,5,3,5,3,3
"1233",2,3,4,3,3,1,3,3,3,2,4,3,3,4
"1234",1,3,2,3,1,1,5,3,4,1,1,1,1,4
"1235",1,2,1,1,1,1,1,1,1,1,1,1,1,2
"1236",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1237",1,3,4,3,3,3,3,4,4,3,3,4,3,3
"1238",1,2,1,2,1,3,3,4,3,3,1,2,1,1
"1239",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1240",1,1,1,2,1,1,2,1,1,1,1,2,1,2
"1241",3,3,2,5,2,5,5,4,3,4,2,5,3,3
"1242",4,4,3,4,1,2,5,5,5,4,4,5,3,4
"1243",1,3,1,3,1,1,3,5,3,2,1,3,1,2
"1244",3,4,2,2,1,2,3,1,4,2,2,3,1,1
"1245",3,2,2,2,1,1,2,1,2,3,2,3,1,2
"1246",3,2,1,5,1,2,4,4,4,3,1,4,4,4
"1247",1,1,1,1,1,1,2,1,2,1,1,1,1,1
"1248",1,5,3,5,2,4,4,5,3,5,3,3,3,4
"1249",4,3,1,4,1,2,4,1,4,3,1,4,1,1
"1250",4,5,1,4,1,3,3,5,3,4,1,5,4,3
"1251",1,3,2,2,2,4,3,1,2,4,3,4,2,2
"1252",3,3,3,4,1,2,3,5,4,3,4,3,2,2
"1253",1,3,3,3,1,1,2,3,3,2,3,2,1,2
"1254",1,2,3,3,2,2,3,3,2,3,3,2,3,1
"1255",5,4,3,5,2,4,5,3,5,4,4,4,1,5
"1256",3,4,3,4,3,4,4,5,5,4,3,5,1,2
"1257",4,4,2,4,2,1,4,2,4,2,2,3,3,2
"1258",1,3,3,2,2,3,2,3,3,3,3,3,2,2
"1259",3,4,3,4,2,3,5,3,4,5,4,4,3,4
"1260",2,4,2,2,2,1,3,2,5,3,2,2,1,2
"1261",1,3,2,1,1,2,2,1,2,2,2,4,1,4
"1262",3,4,4,5,3,5,4,4,4,4,3,3,2,3
"1263",3,5,2,5,1,3,2,1,5,3,4,5,1,3
"1264",2,3,3,3,2,3,2,5,4,3,3,3,2,2
"1265",3,4,1,4,1,3,4,4,3,3,3,3,1,3
"1266",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1267",3,1,4,4,4,3,3,5,2,3,4,3,2,2
"1268",1,1,1,3,1,1,1,1,2,1,1,2,2,3
"1269",1,4,3,4,2,4,3,2,4,4,2,4,3,2
"1270",1,3,1,1,1,1,2,2,2,2,2,2,1,1
"1271",1,4,3,4,1,1,3,4,5,3,3,3,1,2
"1272",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1273",3,2,3,4,2,3,3,5,3,3,3,3,1,4
"1274",1,4,2,1,1,1,3,1,2,2,3,2,1,1
"1275",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1276",2,3,1,1,1,2,2,2,2,1,1,2,1,2
"1277",1,4,1,4,2,1,4,1,2,1,2,3,2,1
"1278",2,2,1,1,1,3,1,1,1,2,1,2,1,1
"1279",1,3,2,3,1,1,3,1,1,3,3,2,1,2
"1280",4,4,2,3,2,3,3,3,4,4,2,3,4,2
"1281",2,2,2,3,1,1,2,2,2,1,1,4,1,1
"1282",3,3,2,3,3,5,3,3,5,5,3,4,1,1
"1283",3,4,3,5,1,3,5,3,4,3,3,5,3,5
"1284",1,3,2,2,1,2,1,4,2,3,2,2,1,2
"1285",1,5,1,3,1,3,1,1,4,1,1,5,3,1
"1286",1,3,1,4,1,3,3,4,4,3,1,3,1,3
"1287",1,3,2,3,2,3,2,4,2,2,2,3,1,3
"1288",4,1,1,1,1,1,4,4,3,1,1,4,3,1
"1289",1,1,1,1,1,1,1,1,1,1,1,2,1,2
"1290",4,3,2,4,3,3,1,3,4,3,3,2,4,2
"1291",4,5,4,5,3,3,3,5,5,4,4,3,3,3
"1292",1,1,1,1,1,1,1,1,1,1,1,1,1,1
"1293",1,1,1,2,1,2,1,1,2,1,2,1,1,1
"1294",3,5,4,3,3,4,3,4,4,4,5,3,2,2
"1295",2,4,1,1,1,3,4,3,2,3,1,3,1,1
"1296",3,4,2,4,2,3,4,3,4,3,2,3,3,3
"1297",1,1,1,1,1,1,1,1,1,1,1,1,1,1
"1298",5,5,4,5,3,5,4,5,5,5,4,3,2,5
"1299",4,5,4,5,4,4,5,5,5,5,4,5,4,4
"1300",1,1,1,3,1,1,2,1,3,3,1,3,2,2
"1301",1,4,2,3,2,2,3,2,1,3,3,4,1,3
"1302",5,2,3,3,2,4,4,4,5,3,2,3,3,3
"1303",1,2,2,2,2,3,2,2,2,2,2,3,1,1
"1304",1,2,1,3,1,1,1,1,2,1,1,2,1,1
"1305",2,4,2,3,2,3,3,1,3,3,3,4,1,4
"1306",1,1,1,2,1,1,2,2,3,1,1,3,1,1
"1307",1,1,1,1,1,1,1,1,1,1,1,1,1,1
"1308",2,4,2,3,1,2,5,5,3,3,2,5,2,3
"1309",3,4,3,3,3,5,5,3,4,5,4,4,1,3
"1310",4,4,4,4,4,4,4,4,4,4,4,4,3,4
